所属行业,站点名称,企业名称,经纬度
污水处理厂,标准排放口,浙江国水环保科技有限公司（东海污水处理厂）,"119.997994,30.277448"
电镀,标排口1#,宁海县信豪铝业有限公司,"121.354751,29.442912"
纺织染整,标排口,义乌市诚信织带有限公司,"120.026385,29.187884"
皮革,标准排放口,浙江南龙皮业有限公司（温州市瓯海南龙制革厂）,"120.538369,27.995348"
污水处理厂,工业线出水口,绍兴市上虞区水处理发展有限责任公司,"120.897619,30.156474"
纺织染整,标排口1#,杭州临安鹊梅纺织有限公司,"119.639473,30.188972"
金属加工,标准排放口,温州宏丰合金有限公司,"120.806560,27.867261"
污水处理厂,进水口,丽水市供排水有限责任公司(水阁污水处理厂),"119.840347,28.398373"
电镀,废水排放口,湖州金久电镀有限公司,"120.260160,30.745709"
污水处理厂,标准排放口,浙江双良商达环保有限公司(三魁污水处理厂）,"120.074561,30.317114"
纺织染整,标排口,湖州佳新丝绸炼染有限公司,"120.260187,30.722979"
纺织染整,标排口,金华市兰婷针织有限公司,"119.891234,29.230510"
化工,标准排放口,温州黄河超细纤维有限公司,"120.585791,27.560665"
垃圾焚烧,1#排口,温岭瀚洋资源电力有限公司,"121.389087,28.294547"
电镀,标排口1#,山中合金（宁波）有限公司,"121.461758,29.335942"
污水处理厂,总排口,长兴县诚泽水务有限公司,"119.910952,31.026666"
化工,1#排口,台州市德长环保有限公司,"121.583940,28.705668"
纺织染整,标准排放口,温州市成鑫染织有限公司,"120.699366,27.994267"
化工,排放口,杭州禾新化工有限公司,"120.398180,30.260341"
纺织染整,标排口,长兴海德纺织科技有限公司,"119.964180,30.981163"
化工,标排口,新化化工股份有限公司大洋基地,"111.326210,27.734978"
纺织染整,纳管口,绍兴柯桥协力纺织整理有限公司,"120.523030,29.977892"
纺织染整,标排口,义乌市永军染整有限公司,"120.075058,29.306841"
重金属,1#排口,玉环电镀有限公司,"121.406463,28.225228"
污水处理厂,出口,绍兴柯桥排水有限公司城南分公司,"120.587692,29.975429"
纺织染整,标排口,宁波市海曙祥和染整厂,"121.495430,29.806063"
热电,高温高压排放口,浙江嘉善协联热电有限公司,"120.944530,30.867418"
化工,纳管口,嘉兴金利化工有限公司,"121.052938,30.591036"
医药,标排口,歌礼药业（浙江）有限公司,"120.179080,30.334875"
重金属,1#排口,浙江之恩环保产业园有限公司,"120.152791,30.267446"
污水处理厂,标排口,杭州市排水有限公司城西水处理分公司,"120.178044,30.242218"
金属加工,标排口,宁波奉化永诚源金属制品有限公司,"121.550357,29.874556"
化工,总排口,宁波三江益农化学有限公司,"121.625694,30.057074"
皮革,标排口,衢州市富华皮革有限公司,"118.918885,28.960176"
纺织染整,标排口,湖州景兴纺织印染有限公司,"119.934166,31.075657"
纺织染整,宏达染整标排口,金华市宏达染整有限公司,"119.921140,29.177248"
纺织染整,标排口,浙江汇丽印染整理有限公司,"120.600842,30.294074"
纺织染整,排放口,杭州天成印染有限公司,"120.548526,30.229410"
化工,VOCs排放口卫星科技1,浙江卫星石化股份有限公司,"120.285656,30.238799"
电镀,标准排放口,瑞安市东钛金属工艺有限公司,"120.737904,27.821126"
污水处理厂,废水排放口,宁波北仑岩东水务有限公司小港污水处理厂,"121.754162,29.963644"
纺织染整,标排口1#,临安彩绿线业有限公司,"119.396986,30.173996"
造纸,废水标排口,杭州富阳亭山造纸二厂,"119.995095,30.002913"
化工,1#排放口,杭州传化精细化工有限公司,"120.274829,30.195077"
污水处理厂,标准排放口,浙江双良商达环保有限公司(筱村污水处理厂),"120.074561,30.317114"
纺织染整,标排口,宁波天一纺织线业有限公司,"121.441637,29.657420"
纺织染整,纳管口,嘉兴市秀洲区万虹漂染有限公司,"120.661898,30.689497"
医药,标排口,浙江远力健药业有限公司,"119.278978,29.437366"
纺织染整,标排口,绍兴海神印染制衣有限公司,"120.596992,30.089319"
纺织染整,总排口,嘉兴市远大纺织印染有限公司,"120.665369,30.690906"
重金属,1#排口,临海市金泽金属表面处理有限公司,"121.509864,28.756533"
电镀,标准排放口,永嘉恒达拉链科技有限公司,"120.682144,28.150591"
重金属,标排口1#,宁海县长光铝塑制品厂,"121.448350,29.365600"
金属加工,标排口,兰溪市鼎昱金属制品有限公司,"119.460526,29.208919"
造纸,标准排放口,温州市奔马机电有限公司,"120.490440,27.767550"
污水处理厂,1#排口,天台县城乡污水处理有限公司（平桥污水）,"121.006725,29.144079"
化工,废水排放口,浙江中法新材料有限公司,"120.185938,30.326177"
化工,排放口,浙江波磊涂料有限公司,"120.378748,30.162693"
污水处理厂,标准排放口,文成县公用事业投资有限公司（南田污水处理厂）,"120.082122,27.799226"
水泥,废气排放口,浙江青龙山建材有限公司,"119.616547,29.532707"
化工,排放口,浙江绍兴元名聚氨酯有限公司,"120.499406,29.995348"
火电,2#废气排放口,平湖弘欣热电有限公司,"121.104062,30.605500"
火电,6号炉,浙江浙能嘉华发电有限公司,"120.179750,30.249750"
垃圾焚烧,1#排放口,杭州萧山锦江绿色能源有限公司,"120.270560,30.100908"
纺织染整,标排口,绍兴柯桥恒鸣化纤有限公司,"120.491189,30.084864"
化工,标排口,国际香料香精（杭州）有限公司,"119.418029,29.520290"
食品加工,排放口,杭州冠亚饮料有限公司,"120.564826,30.331618"
医药,VOC排放口,浙江省昌海生物有限公司,"120.152791,30.267446"
纺织染整,排放口,杭州澳美印染有限公司,"120.451640,30.183421"
造纸,标排口1#,浙江文昌阁纸业有限公司,"119.730880,30.232958"
污水处理厂,2#排放口,杭州萧山污水处理有限公司（原钱江）,"120.285336,30.165941"
食品加工,废水排放口,杭州富春江罐头食品有限公司,"119.642502,29.713614"
电镀,标排口,宁波大昌金属材料科技有限公司,"121.292430,30.332180"
垃圾焚烧,1#废气排放口,舟山旺能环保能源有限公司,"122.092962,29.966615"
重金属,1#标排口,绍兴青运激光制版有限公司,"120.635990,30.110704"
造纸,标准排放口,瑞安市五心纸业有限公司,"120.589170,27.789161"
污水处理厂,1#排污口,庆元县五都污水处理厂,"119.062590,27.619220"
纺织染整,总排口,嘉兴市正丰染色有限公司,"120.665397,30.689276"
纺织染整,污水排放口,三养纺织(嘉兴)有限公司,"120.720834,30.788076"
污水处理厂,排放口,嘉兴市秀清水务建设有限公司小金港污水站,"120.637779,30.834771"
食品加工,废水排放口,杭州富阳杭富罐头食品有限公司,"119.765587,29.895972"
造纸,标排口,衢州双熊猫纸业有限公司,"118.897281,28.854258"
纺织染整,标排口,宁波华络特汽车内饰有限公司,"121.888356,29.742371"
污水处理厂,总排口,新昌县儒岙污水处理有限公司,"120.903866,29.499832"
金属加工,标排口,浙江新华机械制造有限公司,"120.152791,30.267446"
垃圾焚烧,2#,德长环保股份有限公司（德力西长江环保投资有限公司）,"116.063431,45.269684"
化工,总排口,绍兴上虞绍风化工有限公司,"120.580232,30.029752"
污水处理厂,金东污水处理厂排放口,浙江金华德朗水务有限公司金东污水处理厂,"120.320530,29.153382"
化工,废水排放口,杭州崇耀科技发展有限公司,"119.428980,29.522915"
化工,标排口,浙江花园生物高科股份有限公司,"120.328194,30.283990"
污水处理厂,进水口,瑞安紫光水业有限公司（瑞安市江北污水处理厂）,"120.689937,27.721109"
垃圾焚烧,2#标排口,杭州萧山城市绿色能源有限公司,"120.519564,30.376014"
热电,2#废气排放口,衢州市东港环保热电有限公司,"118.956415,28.948234"
化工,RTO焚烧炉排放口,宁波爱思开合成橡胶有限公司,"121.661313,30.004461"
污水处理厂,标排口,金塘污水处理中心,"118.072769,33.892361"
污水处理厂,标排口,东阳市第二污水处理厂,"120.315972,29.288983"
污水处理厂,标排口,兰溪信达环保科技工程有限公司,"119.432676,29.235086"
电镀,废水排放口,宁波凯达轴瓦有限公司,"121.700230,29.934494"
合成革,标排口,亚泰制革有限公司,"116.431793,39.953072"
电镀,排口,宁波四维尔工业有限责任公司,"121.317200,30.157550"
纺织染整,标排口,宁波远东织物印染有限公司,"121.413797,29.675012"
纺织染整,标排口,湖州盛利染整有限公司,"120.275707,30.774896"
金属加工,标排口,华尔推剪(宁波)有限公司,"121.314249,29.698192"
垃圾焚烧,2#烟囱,绍兴市再生能源发展有限公司,"120.705714,30.255441"
化工,标排口,浙江遂昌利民科技有限公司,"119.276104,28.592119"
造纸,废水标排口,杭州富阳华威纸业有限公司,"120.021266,30.007440"
纺织染整,废气排放口,海宁市利得宝印染有限公司,"120.355923,30.393594"
金属加工,1标排口,常石集团（舟山）造船有限公司,"122.155031,30.151499"
污水处理厂,总排口,嵊州市长乐镇长水污水处理有限公司,"120.613693,29.461266"
金属加工,标排口1#,杭州运锦特版有限公司,"119.837047,30.254902"
污水处理厂,标排口,浙江省岱山科亮环保科技有限公司,"122.150905,30.252595"
重金属,1#排口,临海市东方特种电镀厂,"121.557995,28.705531"
火电,2#排放口,国电湖州南浔天然气热电有限公司,"120.352437,30.856801"
重金属,1#排口,浙江黄岩海圣龙电镀厂,"121.337836,28.687034"
纺织染整,标排口,湖州金欢线业有限公司,"120.332961,30.857671"
化工,PVC厂废水排放口,台塑工业（宁波）有限公司,"121.906423,29.904067"
热电,1号排放口,嘉兴市协鑫环保热电有限公司,"120.591403,30.697279"
皮革,入管网口,桐乡市道远裘革科技有限公司（恒源皮革）,"120.422550,30.550618"
纺织染整,标排口,东阳市金泽洗染有限公司,"120.241566,29.289648"
电镀,废水排放口,宁波镇海渊博电镀有限公司,"121.619700,30.036037"
造纸,纳管口,浙江民丰罗伯特纸业有限公司,"120.146320,30.111076"
污水处理厂,标排口,杭州余杭水务有限公司开发区污水处理厂,"120.330259,30.455081"
重金属,总排口,绍兴绍运制版有限公司,"120.620157,30.117670"
热电,废气排放口,浙江中成热电有限公司,"120.164127,30.468380"
热电,废气标排口6#,杭州余杭新奥能源发展有限公司,"119.942262,30.259477"
化工,VOCs排放口卫星科技2,浙江卫星石化股份有限公司,"120.285656,30.238799"
化工,标排口,格林生物科技股份有限公司,"119.468224,29.522091"
污水处理厂,标准排口,岱西镇污水处理厂,"122.036171,30.285236"
化工,标排口,杭州越西客车制造有限公司,"120.502971,30.345579"
纺织染整,标排口,湖州丝得莉染色有限公司,"120.281655,30.772506"
纺织染整,标排口,金华市华尔汽车饰件有限公司,"119.415286,29.236386"
电镀,废水排放口,杭州富阳松华电镀有限公司,"120.052857,30.087675"
食品加工,综合废水排放口,江山市食品有限公司城关生猪定点屠宰厂,"118.628741,28.741929"
污水处理厂,四期标排口,杭州市排水有限公司城东水处理分公司（七格）,"120.319228,30.291306"
水泥,2000吨废气排放口,衢州南方水泥有限公司,"118.552122,28.683767"
造纸,废水排放口,杭州富阳大华造纸有限公司,"119.999714,30.030252"
造纸,废水标排口,富阳鑫宏纸业有限公司,"119.938041,29.908780"
金属加工,标排口,德清县佳伟线缆有限公司,"120.237604,30.598435"
食品加工,纳管口,浙江上方生物科技有限公司,"118.803969,29.755805"
污水处理厂,标排口,舟山市污水处理有限公司勾山污水处理厂,"122.236097,29.970572"
热电,废气排放口,宁波长丰热电有限公司,"121.537949,29.845693"
污水处理厂,排污口1#,炉田污水处理厂,"120.606430,28.015434"
皮革,标排口1#,临安华信印制电路板厂,"119.718891,30.237881"
皮革,标排口,浙江安吉宏枫颜料有限公司,"119.614040,30.659727"
皮革,标排口,杭州萧宏康美盛铝业有限公司,"119.600116,29.691182"
皮革,标排口1,宁波远东照明有限公司,"121.521600,30.090761"
皮革,废水,舟山市海圣生物有限公司,"122.207215,29.985295"
皮革,1#,扬帆辐条厂,"120.547173,31.875063"
皮革,纳管口,绍兴县德美化工有限公司,"98.635254,28.969814"
皮革,标排口,富丽达集团控股有限公司(富丽达污水厂),"120.584396,30.288153"
皮革,标排口,大榭开发区银鑫磁业有限公司,"121.931877,29.882690"
皮革,标排口,宁波绿苑蔬菜食品有限公司,"121.187659,30.227645"
皮革,排污口,武义县卫生用品有限公司,"119.831050,28.892330"
皮革,标排口,百威英博（宁波）啤酒有限公司,"121.365857,29.773804"
,排放口,杭州华仑印染有限公司(三元控股集团污水集中处理中心）,"120.549358,30.230597"
皮革,废水排放口,嘉善益达毛纺织染有限公司,"120.832411,30.893415"
热电,废气排放口,浙江巴陵恒逸己内酰胺有限责任公司,"120.683437,30.265414"
皮革,排放口,德清县华康纸业有限公司,"120.142756,30.621597"
皮革,标排口1#,杭州宝临印刷电路有限公司,"119.703162,30.233571"
皮革,1#,杭州余杭印染化工厂,"120.310305,30.466553"
,排放口,杭州萧山之湘印染有限公司,"120.433828,30.219192"
皮革,1#,洞头县联欣表面处理有限公司,"121.156181,27.836056"
皮革,标排口1#,杭州临安杰达电子有限公司,"120.407048,30.218397"
锅炉,1#焦炉烟囱排放口,宁波钢铁有限公司,"121.883031,29.899045"
皮革,废水排放口,宁波良益铝制品有限公司,"121.398570,29.844589"
皮革,污水排放口,杭州升达电子有限公司,"119.247720,30.121422"
,标排口1#,浙江新都纸业有限公司,"120.152791,30.267446"
皮革,总排口,中化蓝天氟材料有限公司,"116.436363,39.925056"
,废气排放口,海宁中龙印染有限公司,"120.680841,30.467223"
皮革,污水总排口,浙江省遂昌金矿有限公司,"119.419750,28.613310"
皮革,标排口,浙江中海印染有限公司,"120.596048,30.298642"
皮革,废水总排口,德清丽顺汽车配件有限公司,"120.219488,30.525402"
皮革,总排口,浙江富润纺织有限公司,"120.207223,30.262117"
