所属行业,站点名称,企业名称,经纬度
化工,总排口,宁波爱思开合成橡胶有限公司,"浙江省宁波市镇海区宁波爱思开合成橡胶有限公司,121.661313"
化工,1#排放口,杭州逸暻化纤有限公司,"浙江省杭州市萧山区杭州逸暻化纤有限公司,120.391429"
纺织染整,标排口,绍兴县天成印染有限公司,"浙江省杭州市萧山区天成印染有限公司,120.547958"
污水处理厂,1#排口,三门富春紫光污水处理有限公司,"浙江省台州市临海市富春紫光污水处理有限公司,121.164716"
污水处理厂,进水口,丽水市供排水有限责任公司(丽水市污水处理厂),"浙江省丽水市莲都区丽水市供排水有限责任公司,119.937611"
医药,VOC排放口,埃斯特维华义制药有限公司,"青海省玉树藏族自治州曲麻莱县埃斯,96.334763"
化工,标排口,绍兴华科化工有限公司,"浙江省绍兴市上虞区绍兴华科化工有限公司,120.861752"
食品加工,标排口,义乌华农家禽屠宰有限公司,"浙江省金华市义乌市义乌华农家禽屠宰有限公司,119.962202"
化工,废水排放口,宁波新福钛白粉有限公司,"浙江省宁波市镇海区宁波新福钛白粉有限公司,121.608399"
化工,标排口1#,嘉兴固体废物处置有限公司,"浙江省嘉兴市平湖市嘉兴固体废物处置有限公司,121.053500"
污水处理厂,排放口,杭州党湾污水处理有限公司,"浙江省杭州市萧山区党湾,120.549339"
金属加工,标排口1#,杭州华通精工器件有限公司,"浙江省杭州市临安区杭州华通精工器件有限公司,119.230875"
垃圾焚烧,1#锅炉烟囱排放口,光大环保能源（海盐）有限公司,"浙江省嘉兴市海盐县光大环保能源(海盐)有限公司,120.930650"
daxingchuqinyangzhi,排口,慈溪市新河牧场,"浙江省宁波市慈溪市新河牧场,121.455055"
电镀,废水排放口,舟山市定海区东港电镀厂,"浙江省舟山市定海区东港电镀厂,122.048492"
造纸,标排口,浙江临安联谊造纸厂,"浙江省杭州市临安区,119.724733"
造纸,废水标排口,富阳永利纸业有限公司,"浙江省杭州市富阳区富阳,119.923046"
金属加工,2标排口,常石集团（舟山）造船有限公司,"浙江省舟山市岱山县造船有限公司,122.155031"
化工,标排口,临海市川南化工厂,"浙江省台州市临海市川南化工厂,121.545869"
热电,1#排放口,普星（安吉）燃机热电有限公司,"浙江省湖州市安吉县安吉,119.675250"
污水处理厂,标排口,杭州临安潜川污水处理有限公司(乐平厂),"浙江省杭州市临安区临安,119.718891"
医药,1#排口,浙江先锋科技股份有限公司,"浙江省杭州市滨江区先锋科技股份有限公司,120.159899"
电镀,标排口,桐庐富春车圈有限公司,"浙江省杭州市桐庐县桐庐,119.689262"
纺织染整,入管网口,桐乡市华灵丝绸有限责任公司,"浙江省嘉兴市桐乡市桐乡市华灵丝绸有限责任公司,120.519108"
火电,2#排放口,浙江浙能长兴天然气热电有限公司,"浙江省湖州市长兴县浙江浙能长兴天然气热电有限公司,119.923890"
造纸,废水排放口,浙江金东纸业有限公司,"浙江省金华市金东区金东,119.704783"
污水处理厂,总排口,浙江省德清县乾元污水处理有限公司,"浙江省湖州市德清县乾元,120.088375"
医药,污水排放口,杭州正大青春宝药业有限公司,"浙江省杭州市西湖区正大青春宝药业有限公司,120.102036"
垃圾焚烧,2#锅炉烟囱排放口,光大环保能源（海盐）有限公司,"浙江省嘉兴市海盐县光大环保能源(海盐)有限公司,120.930650"
医药,标排口,台州捷大药业有限公司,"浙江省台州市仙居县台州捷大药业有限公司,120.745686"
造纸,标排口,阿尔诺维根斯（衢州）特种纸有限公司,"浙江省衢州市衢江区阿尔诺维根斯(衢州)特种纸有限公司,118.950966"
污水处理厂,标准排放口,温州港城发展有限公司,"浙江省温州市鹿城区港城发展有限公司,120.683990"
化工,标排口1#,嘉兴固体废物处置有限公司,"浙江省嘉兴市平湖市嘉兴固体废物处置有限公司,121.053500"
医药,1#排口,浙江华海药业股份有限公司川南二分厂,"浙江省杭州市下城区浙江华海药业股份有限公司,120.167142"
造纸,标排口,金华市宝利来纸业有限公司,"浙江省金华市婺城区宝利来纸业有限公司,119.390117"
医药,1#VOC排口,联化科技（台州）有限公司,"浙江省台州市临海市联化科技(台州)有限公司,121.559236"
垃圾焚烧,1#废气排放口,海宁绿色动力再生能源有限公司（原海宁瀚洋环保热电有限公司）,"浙江省嘉兴市海宁市海宁绿色动力再生能源有限公司,120.539739"
重金属,1#排口,台州市黄岩光明电镀厂,"浙江省台州市黄岩区光明电镀厂,121.346080"
污水处理厂,总排口,玉环县里墩水库截污工程污水处理站,"浙江省台州市玉环市玉环县,121.236850"
电镀,标排口,义乌市江湾雄鹰电镀厂,"浙江省金华市义乌市雄鹰电镀厂,120.032727"
金属加工,废水排放口,湖州标立电镀有限公司,"浙江省湖州市吴兴区标立电镀厂,120.154810"
重金属,总排口,绍兴铜都矿业有限公司,"浙江省绍兴市柯桥区铜都矿业有限公司,120.617539"
污水处理厂,排放口,嘉兴市闻源水务投资有限公司虹阳村污水处理站,"浙江省嘉兴市秀洲区虹阳村,120.674809"
啤酒,废水排放口,雪花啤酒（嘉善）有限公司（原喜力酿酒（浙江）有限公司）,"浙江省杭州市江干区雪花啤酒,120.202496"
化工,标排口,绍兴东湖高科股份有限公司,"浙江省绍兴市越城区东湖,120.639775"
污水处理厂,标排口,温岭市泽国丹崖污水处理厂,"浙江省台州市温岭市丹崖污水处理厂,121.343785"
污水处理厂,总排口,嘉兴市秀清水务建设有限公司洛兴污水站,"浙江省嘉兴市,120.755486"
金属加工,标排口,宁波市奉化区青林工贸有限公司,"浙江省宁波市奉化区青林工贸有限公司,121.469207"
化工,1#标排口,杭州弗沃德精细化工有限公司,"浙江省杭州市萧山区杭州弗沃德精细化工有限公司,120.607455"
污水处理厂,标排口,兰溪市梅江镇污水处理厂,"浙江省金华市兰溪市梅江镇,119.759813"
造纸,废水排放口,浙江道勤纸业有限公司,"浙江省杭州市富阳区勤纸业有限公司,119.974533"
金属加工,标准排放口,瑞安市南方电解厂,"浙江省温州市瑞安市南方电解厂,120.691933"
造纸,标准排放口,温州市金桥纸业有限公司,"浙江省温州市苍南县温州金桥纸业有限公司,120.578237"
热电,龙港排放口,温州凯弘新能源管理有限公司,"浙江省温州市苍南县温州凯弘新能源管理有限公司,120.628433"
金属加工,3号废气排放口（二期一线）,上汽大众汽车有限公司宁波分公司,"浙江省宁波市慈溪市上汽大众汽车有限公司宁波分公司,121.321962"
污水处理厂,标准排放口,苍南县龙港污水处理有限公司,"浙江省温州市苍南县,120.425766"
金属加工,3号废气排放口（二期一线）,上汽大众汽车有限公司宁波分公司,"浙江省宁波市慈溪市上汽大众汽车有限公司宁波分公司,121.321962"
电镀,二期标排口,宁波方太厨具有限公司,"浙江省宁波市慈溪市宁波方太厨具有限公司,121.270800"
污水处理厂,标准排放口,苍南县临港污水处理有限公司,"浙江省温州市苍南县临港污水处理有限公司,120.615364"
金属加工,4号废气排放口（二期二线）,上汽大众汽车有限公司宁波分公司,"浙江省宁波市慈溪市上汽大众汽车有限公司宁波分公司,121.321962"
电镀,标准排放口,苍南县湖前电镀厂,"浙江省温州市苍南县湖前电镀厂,120.482390"
金属加工,4号废气排放口（二期二线）,上汽大众汽车有限公司宁波分公司,"浙江省宁波市慈溪市上汽大众汽车有限公司宁波分公司,121.321962"
污水处理厂,两废中心50吨废气排放口,衢州市清泰环境工程有限公司,"浙江省衢州市柯城区衢州市清泰环境工程有限公司,118.873905"
污水处理厂,进水口,浙江省岱山科亮环保科技有限公司,"浙江省舟山市岱山县岱山科亮环保科技有限公司,122.150905"
化工,西侧纳管口,平湖石化有限责任公司,"浙江省嘉兴市平湖市平湖石化有限责任公司,121.242600"
污水处理厂,转输泵站,绍兴柯桥江滨水处理有限公司,"浙江省绍兴市柯桥区江滨水处理有限公司,120.718500"
污水处理厂,进水口,东沙镇污水处理厂,"山东省枣庄市滕州市东沙河镇,117.226700"
医药,标排口,杭州福斯特药业有限公司,"浙江省杭州市西湖区杭州福斯特药业有限公司,120.074943"
污水处理厂,进水口,浙江省岱山科亮环保科技有限公司,"浙江省舟山市岱山县岱山科亮环保科技有限公司,122.150905"
化工,VOCs排放口,浙江三江化工新材料有限公司,"浙江省杭州市富阳区三江,119.944611"
火电,废水排放口,桐乡泰爱斯环保能源有限公司,"浙江省嘉兴市桐乡市桐乡泰爱斯环保能源有限公司,120.546927"
化工,2#废气排放口,浙江恒逸高薪材料有限公司,"浙江省杭州市萧山区浙江恒逸高薪材料有限公司,120.684340"
化工,废气排放口,杭州帝凯化工有限公司,"浙江省杭州市萧山区杭州帝凯化工有限公司,120.505636"
纺织染整,标排口,杭州浩然纺织科技有限公司,"浙江省杭州市萧山区杭州浩然纺织科技有限公司,120.512245"
纺织染整,标排口,杭州桥南实业有限公司,"浙江省杭州市萧山区实业有限公司,120.392304"
纺织染整,1#标排口,杭州东南毛纺织染整有限公司,"浙江省杭州市萧山区杭州大江东东南毛纺织染整有限公司,120.487325"
化工,标排口,浙江巴陵恒逸己内酰胺有限责任公司,"浙江省杭州市萧山区酰胺有限责任公司,120.683437"
纺织染整,1#标排口,杭州得力纺织有限公司,"浙江省杭州市江干区得力纺织有限公司,120.344808"
化工,1#废气排放口,浙江恒逸高薪材料有限公司,"浙江省杭州市萧山区浙江恒逸高薪材料有限公司,120.684340"
化工,3#废气排放口,浙江恒逸高薪材料有限公司,"浙江省杭州市萧山区浙江恒逸高薪材料有限公司,120.684340"
纺织染整,2#标排口,杭州得力纺织有限公司,"浙江省杭州市江干区得力纺织有限公司,120.344808"
造纸,标排口,桐庐新华纸业有限公司,"浙江省杭州市桐庐县新华纸业有限公司,119.723591"
纺织染整,排放口,杭州航民达美染整有限公司,"浙江省杭州市萧山区航民达美染整有限公司,120.446054"
纺织染整,排放口1#,杭州广龙实业有限公司,"浙江省杭州市萧山区杭州广龙实业有限公司,120.392304"
纺织染整,排放口2#,杭州广龙实业有限公司,"浙江省杭州市萧山区杭州广龙实业有限公司,120.392304"
纺织染整,1#排放口,杭州翔盛纺织有限公司,"浙江省杭州市萧山区翔盛纺织有限公司,120.508852"
纺织染整,排放口,杭州航民美时达印染有限公司,"浙江省杭州市萧山区航民美时达印染有限公司,120.415485"
纺织染整,排放口,杭州大地印染有限公司灯塔印染分公司,"浙江省杭州市萧山区大地印染有限公司灯塔印染分公司,120.433403"
啤酒,标排口,华润雪花啤酒（杭州）有限公司,"浙江省杭州市余杭区华润雪花啤酒(杭州)有限公司,120.283785"
纺织染整,标排口,浙江汇丽印染整理有限公司,"浙江省杭州市萧山区浙江汇丽印染整理有限公司,120.600842"
垃圾焚烧,5#焚烧炉,台州旺能环保能源有限公司,"浙江省台州市路桥区台州旺能环保能源有限公司,121.552467"
垃圾焚烧,6#焚烧炉,台州旺能环保能源有限公司,"浙江省台州市路桥区台州旺能环保能源有限公司,121.552467"
化工,排放口,浙江恒逸聚合物有限公司,"浙江省杭州市萧山区恒逸聚合物有限公司,120.402067"
垃圾焚烧,纳管口,光大环保能源（海盐）有限公司,"浙江省嘉兴市海盐县光大环保能源(海盐)有限公司,120.930650"
污水处理厂,出水口,海宁紫光水务有限责任公司,"浙江省嘉兴市海宁市海宁紫光水务有限责任公司,120.685987"
垃圾焚烧,4#废气排放口,舟山旺能环保能源有限公司,"浙江省舟山市定海区舟山旺能环保能源有限公司,122.092962"
污水处理厂,标准排放口,浙江爱迪曼环保科技股份有限公司（雅阳镇城镇污水处理厂）,"浙江省杭州市下城区爱迪曼环保科技股份有限公司,120.169447"
污水处理厂,四期标排口,杭州市排水有限公司城东水处理分公司（七格）,"浙江省杭州市江干区城东水处理公司,120.319228"
污水处理厂,标准排放口,浙江爱迪曼环保科技股份有限公司（彭溪镇城镇污水处理厂）,"浙江省杭州市下城区爱迪曼环保科技股份有限公司,120.169447"
电镀,标排口,建德市马南镀业有限公司,"浙江省杭州市建德市,119.281213"
化工,VOC排放口,温州中石油燃料沥青有限责任公司,"浙江省温州市洞头区温州中石油燃料沥青有限责任公司,121.068727"
垃圾焚烧,排污口1#,丽水旺能环保能源有限公司,"浙江省丽水市莲都区丽水旺能环保能源有限公司,119.840561"
造纸,VOC标排口,杭州大伟装饰材料有限公司,"浙江省杭州市临安区杭州大伟装饰材料有限公司,119.682566"
造纸,废水排放口,仙鹤股份有限公司,"安徽省马鞍山市和县仙鹤,118.347633"
火电,废水排放口,浙江浙能嘉华发电有限公司,"浙江省杭州市上城区浙江浙能嘉华发电有限公司,120.179750"
医药,VOs废气排放口（VOC）（塘边坞）,海正药业（杭州）有限公司,"浙江省杭州市富阳区海正药业(杭州)有限公司,119.652958"
医药,VOs废气排放口（VOC）（大明山）,海正药业（杭州）有限公司,"浙江省杭州市富阳区海正药业(杭州)有限公司,119.652958"
火电,废水排放口,浙江浙能嘉华发电有限公司,"浙江省杭州市上城区浙江浙能嘉华发电有限公司,120.179750"
纺织染整,废水排放口,龙游恒祥棉纺织造有限公司,"浙江省衢州市龙游县恒祥棉纺织造有限公司,119.302979"
污水处理厂,进水口,余姚市小曹娥城市污水处理有限公司,"浙江省宁波市余姚市城市污水处理有限公司,121.063596"
化工,VOCs废气排放口,兄弟科技股份有限公司,"甘肃省平凉市静宁县兄弟,105.699371"
化工,229B线,巨石集团有限公司,"贵州省毕节市大方县巨石村,105.721939"
化工,废气排放口,宁波四明化工有限公司,"浙江省宁波市镇海区宁波四明化工有限公司,121.617209"
化工,7#403线,巨石集团有限公司,"贵州省毕节市大方县巨石村,105.721939"
化工,203线,巨石集团有限公司,"贵州省毕节市大方县巨石村,105.721939"
化工,8#308线,巨石集团有限公司,"贵州省毕节市大方县巨石村,105.721939"
医药,1#VOC排口,浙江江北药业有限公司,"浙江省宁波市江北区,121.555227"
化工,RTO焚烧炉排放口,宁波爱思开合成橡胶有限公司,"浙江省宁波市镇海区宁波爱思开合成橡胶有限公司,121.661313"
火电,废水排放口,桐乡濮院协鑫环保热电有限公司,"浙江省嘉兴市桐乡市濮院协鑫环保热电有限公司,120.591403"
热电,废水排放口,浙江新都绿色能源有限公司,"浙江省杭州市萧山区杭州萧山城市绿色能源有限公司,120.519564"
医药,1#VOC排口,浙江九洲药业股份有限公司椒江外沙分公司,"浙江省台州市椒江区浙江九洲药业股份有限公司,121.469678"
化工,202线,巨石集团有限公司,"贵州省毕节市大方县巨石村,105.721939"
化工,VOCs排放口,巨石集团有限公司,"贵州省毕节市大方县巨石村,105.721939"
化工,入管网口,桐乡市中辰化纤有限公司,"浙江省嘉兴市桐乡市桐乡市中辰化纤有限公司,120.341580"
医药,1#VOC排口,浙江九洲药业股份有限公司椒江岩头分公司,"浙江省台州市椒江区浙江九洲药业股份有限公司,121.469678"
医药,1#排口,台州欣荣鞋材科技股份有限公司,"浙江省台州市三门县台州欣荣鞋材科技股份有限公司,121.466347"
火电,标准排放口,瑞安市华峰热电有限公司,"浙江省温州市瑞安市,120.655148"
皮革,VOC排放口,温州瑞普皮革有限公司,"浙江省温州市龙湾区温州瑞普皮革有限公司,120.828901"
医药,1#VOC排口,临海天宇药业有限公司,"浙江省台州市临海市临海天宇药业有限公司,121.565658"
热电,1#炉排炉,浙江新都绿色能源有限公司,"浙江省杭州市萧山区杭州萧山城市绿色能源有限公司,120.519564"
化工,入管网口,桐乡市中辰化纤有限公司,"浙江省嘉兴市桐乡市桐乡市中辰化纤有限公司,120.341580"
医药,VOC排放口,浙江金华康恩贝生物制药有限公司,"浙江省金华市婺城区康恩贝生物制药有限公司,119.619829"
纺织染整,1#排口,余姚市三源纺织染整有限公司,"浙江省宁波市余姚市余姚市三源纺织染整有限公司,120.965124"
纺织染整,1#排口,余姚市山河印染有限公司,"浙江省宁波市余姚市余姚市山河印染有限公司,120.963061"
纺织染整,1#排口,余姚市辉煌毛纺织染有限公司,"浙江省宁波市余姚市辉煌毛纺织染有限公司,120.962661"
纺织染整,1#排口,宁波金龙绒制品有限公司,"浙江省宁波市余姚市宁波金龙绒制品有限公司,120.972310"
纺织染整,1#排口,宁波太平洋印染有限公司,"浙江省宁波市余姚市宁波太平洋印染有限公司,120.963314"
纺织染整,1#排口,宁波天龙毛纺织染有限公司,"浙江省宁波市余姚市宁波天龙毛纺织染有限公司,120.968835"
皮革,VOC排放口,温州亚展人造革有限公司,"浙江省温州市龙湾区温州亚展人造革有限公司,120.828202"
合成革,VOC排放口,温州合力革业有限公司,"浙江省温州市龙湾区温州合力革业有限公司,120.837268"
化工,VOCs排放口,浙江建业化工股份有限公司五马洲厂区,"浙江省杭州市建德市五马洲厂区,119.463510"
垃圾焚烧,3#排口,温岭绿能新能源有限公司,"浙江省台州市温岭市温岭绿能新能源有限公司,121.386195"
化工,活性炭吸附装置排气筒,宁波四明化工有限公司,"浙江省宁波市镇海区宁波四明化工有限公司,121.617209"
电镀,废水排放口,宁波海天塑机集团有限公司,"浙江省宁波市北仑区宁波海天塑机集团有限公司,121.811320"
化工,厂界VOC,宁波赫革丽高分子科技有限公司,"浙江省宁波市北仑区宁波赫革丽高分子科技有限公司,121.785295"
金属加工,废水排放口,宁波华夏一品电梯有限公司,"浙江省宁波市北仑区宁波华夏一品电梯有限公司,121.724121"
化工,VOC排放口,宁波赫革丽高分子科技有限公司,"浙江省宁波市北仑区宁波赫革丽高分子科技有限公司,121.785295"
化工,VOCS排放口,桐乡市化工有限公司,"浙江省嘉兴市桐乡市桐乡市化工有限公司,120.540208"
化工,VOCs排放口,杭州新德环保科技有限公司,"浙江省杭州市临安区新德,119.722465"
纺织染整,VOC,杭州萧山鸿达染整有限公司,"浙江省杭州市萧山区杭州鸿达染整有限公司,120.463139"
化工,VOC2#,浙江恒逸聚合物有限公司,"浙江省杭州市萧山区恒逸聚合物有限公司,120.402067"
化工,排放口,杭州逸暻化纤有限公司,"浙江省杭州市萧山区杭州逸暻化纤有限公司,120.391429"
电镀,废水排放口,宁波市北仑柴桥电镀冲件厂,"浙江省宁波市北仑区柴桥电镀冲件厂,121.726220"
化工,PVC厂废水排放口,台塑工业（宁波）有限公司,"浙江省宁波市北仑区台塑工业宁波有限公司,121.906423"
化工,VOC1#,浙江恒逸聚合物有限公司,"浙江省杭州市萧山区恒逸聚合物有限公司,120.402067"
化工,废水排放口,宁波长鸿高分子科技股份有限公司,"浙江省宁波市北仑区宁波长鸿高分子科技股份有限公司,121.792411"
化工,PTA厂废水排放口,台化兴业（宁波）有限公司,"浙江省宁波市北仑区宁波有限公司,121.906423"
纺织染整,排放口,杭州明光印染化工有限公司,"浙江省杭州市萧山区明光印染化工有限公司,120.416186"
污水处理厂,进水口,义乌市水处理有限责任公司中心运营部,"浙江省金华市义乌市义乌市水处理有限责任公司,120.058522"
化工,RTO排气筒,国际香料香精（杭州）有限公司,"浙江省杭州市建德市国际香料香精(杭州)有限公司,119.418029"
纺织染整,VOC,杭州航民达美染整有限公司,"浙江省杭州市萧山区航民达美染整有限公司,120.446054"
纺织染整,美时达VOC,杭州航民美时达印染有限公司,"浙江省杭州市萧山区航民美时达印染有限公司,120.415485"
污水处理厂,预处理段排放口,宁波北仑岩东水务有限公司小港污水处理厂,"浙江省宁波市北仑区小港污水处理厂,121.754162"
纺织染整,排放口,杭州腾飞工贸实业有限公司,"浙江省杭州市萧山区杭州腾飞工贸实业有限公司,120.474394"
污水处理厂,进水口,宁波北仑岩东水务有限公司春晓污水处理厂,"浙江省宁波市北仑区北仑岩东水务有限公司,121.853992"
污水处理厂,进水口,宁波北仑岩东水务有限公司岩东污水处理厂,"浙江省宁波市北仑区岩东污水处理厂,121.854125"
污水处理厂,进水口,宁波北仑岩东水务有限公司小港污水处理厂,"浙江省宁波市北仑区小港污水处理厂,121.754162"
污水处理厂,进水口,宁波北仑岩东水务有限公司白峰污水处理厂,"浙江省宁波市北仑区北仑岩东水务有限公司,121.853992"
污水处理厂,进水口,宁海县西店污水处理厂,"浙江省宁波市宁海县,121.429477"
污水处理厂,进水口,宁波市城市排水有限公司新周污水处理厂,"浙江省宁波市北仑区新周污水处理厂,121.687469"
垃圾焚烧,烟囱,绍兴华鑫环保科技有限公司,"浙江省绍兴市柯桥区绍兴华鑫环保科技有限公司,120.647097"
皮革,排污口,万嘉集团有限公司,"吉林省长春市绿园区万嘉,125.279121"
皮革,标排口,浙江黄岩荣丰化工厂,"浙江省台州市黄岩区荣丰化工厂,121.333566"
皮革,标排口,苍南县金乡徽章厂,"浙江省温州市苍南县徽章厂,120.607427"
皮革,标排口,杭州新三联电子有限公司,"浙江省杭州市余杭区新三联电子有限公司,120.245106"
皮革,标排口1#,龙泉市高塘生活垃圾填埋厂,"浙江省丽水市龙泉市高塘,119.174708"
皮革,标排口1,慈溪中科众茂环保热电有限公司,"浙江省宁波市慈溪市慈溪中科众茂环保热电有限公司,121.533469"
皮革,标排口,桐庐梦芳奇工艺针织厂,"浙江省杭州市桐庐县梦芳奇工艺针织厂,119.665028"
皮革,进水口,富阳水务有限公司,"浙江省杭州市富阳区富阳水务有限公司,119.940259"
皮革,废水排放口1#,浙江西子航空有限公司,"浙江省杭州市萧山区浙江西子航空工业有限公司,120.553520"
皮革,总排口,诸暨市国玮制衣有限公司,"浙江省绍兴市诸暨市国玮制衣有限公司,120.256508"
皮革,排放口,杭州美羽服饰有限公司,"浙江省杭州市萧山区杭州美羽服饰有限公司,120.321128"
皮革,标准排放口,瑞安市佳华箱包配件有限公司,"浙江省温州市瑞安市佳华箱包配件有限公司,120.522522"
热电,2#废气排放口,浙江富春江环保热电有限公司,"浙江省杭州市富阳区浙江富春江环保热电股份有限公司,119.999613"
,排放口,杭州天成印染有限公司(三元控股集团污水集中处理中心）,"浙江省杭州市萧山区杭州天成印染有限公司,120.548526"
皮革,标排口,温岭市海洋资源开发有限公司,"浙江省台州市温岭市海洋,121.616303"
皮革,标排口,台州李林皮革有限公司,"浙江省台州市温岭市台州李林皮革有限公司,121.412102"
,2号废气排放口,华电浙江龙游热电有限公司,"浙江省衢州市龙游县华电热电有限公司,119.228114"
皮革,污水排放口,浙江遂昌嘉隆服饰有限公司,"浙江省丽水市遂昌县,119.276104"
皮革,纳管口,韩泰轮胎有限公司,"重庆市合川区韩泰轮胎,106.279579"
皮革,标排口,绍兴市上虞众联环保有限公司,"浙江省绍兴市上虞区上虞众联环保有限公司,120.910172"
火电,2#废气排放口,湖州协鑫环保热电有限公司,"浙江省湖州市南浔区湖州协鑫环保热电有限公司,120.412490"
皮革,排放口,杭州传化日用品有限公司,"浙江省杭州市萧山区杭州传化日用品有限公司,120.299039"
皮革,标排口,宁波明达针织有限公司科技园区分公司,"浙江省宁波市宁海县科技园区,121.462929"
皮革,标排口,中马传动股份有限公司,"浙江省宁波市江北区中马街道,121.555389"
皮革,标排口1#,宁波泉岱五金有限公司,"浙江省宁波市慈溪市宁波泉岱五金有限公司,121.390068"
皮革,标排口,舟山东方印染有限公司,"浙江省舟山市定海区东方印染有限公司,122.150028"
皮革,废水排放口,中策橡胶(建德)有限公司,"浙江省杭州市建德市中策橡胶(建德)有限公司,119.316141"
皮革,废水排放口,杭州宏海纺织有限公司,"浙江省杭州市萧山区杭州宏海纺织有限公司,120.496330"
皮革,总排放口,绍兴市南洋五金有限公司,"浙江省绍兴市越城区南洋五金有限公司,120.634787"
皮革,标排口,绍兴县昌盛纺织印染有限公司,"辽宁省大连市庄河市昌盛街道,122.930946"
垃圾焚烧,废气排放口#2,宁波北仑环保固废处理有限公司,"浙江省宁波市,121.550357"
皮革,入管网口,桐乡市大运河印染有限公司,"浙江省嘉兴市桐乡市大运河印染有限公司,120.350335"
皮革,标排口,岱山县腾华水产有限公司,"浙江省舟山市岱山县腾华水产有限公司,122.183129"
皮革,标排口1#,缙云县南河电镀厂,"浙江省丽水市缙云县南河电镀厂,120.064052"
皮革,标排口,杭州富源华彩钢有限公司,"浙江省杭州市富阳区富源华彩钢有限公司,120.001414"
皮革,标准排放口,温州日胜新材料科技有限公司,"浙江省温州市龙湾区温州日胜新材料科技有限公司,120.822313"
皮革,标排口1#,太平洋海洋工程（舟山）有限公司,"浙江省舟山市定海区太平洋海洋工程(舟山)有限公司,122.032971"
皮革,标排口,中海石油舟山石化有限公司,"浙江省舟山市定海区中海石油舟山石化有限公司,122.095838"
皮革,标排口,义乌市塔山垃圾填埋场,"浙江省金华市义乌市塔山垃圾填埋场,120.081500"
皮革,1#,兰溪自立铜业有限公司,"浙江省金华市兰溪市兰溪自立铜业有限公司,119.499415"
皮革,标排口,台州鹿通电镀有限公司,"浙江省台州市黄岩区鹿通电镀有限公司,121.330531"
皮革,标排口1#,临安恒达印制电路板厂,"浙江省杭州市临安区恒达印制电路板厂,119.306320"
皮革,污水厂,舟山国家石油储备基地有限责任公司,"浙江省舟山市定海区舟山国家石油储备基地有限责任公司,122.151050"
皮革,标排口1#,丽水市新华丽合成革有限公司,"浙江省丽水市莲都区新华丽合成革有限公司,119.850600"
皮革,总排放口,绍兴市第二电镀厂,"浙江省绍兴市越城区第二电镀厂,120.632638"
皮革,标排口1#,龙泉市砩矿责任有限公司,"浙江省丽水市龙泉市,119.141461"
皮革,标排口,浦江水晶产业集聚园区开发有限公司（中部）,"浙江省金华市浦江县浦江,119.892726"
皮革,总排口,绍兴华力精细化工有限公司,"浙江省绍兴市越城区华力精细化工有限公司,120.636141"
皮革,标排口,横店集团东磁有限公司,"浙江省金华市东阳市横店镇,120.287399"
皮革,排放口,实耐宝工具制造（浙江）有限公司,"浙江省杭州市萧山区实耐宝工具制造(浙江)有限公司,120.192774"
皮革,总排口,浙江加多宝饮料有限公司,"浙江省杭州市江干区加多宝饮料有限公司,120.378103"
皮革,标准排放口,乐清市远方投资有限公司,"浙江省温州市乐清市乐清市远方投资有限公司,121.056167"
皮革,废水排放口,嘉兴德达资源循环利用有限公司,"浙江省嘉兴市嘉善县嘉兴德达资源循环利用有限公司,120.884930"
皮革,标排口,宁波市江东北区污水处理厂,"浙江省宁波市鄞州区江东北区污水处理厂,121.596141"
皮革,标排口,温岭龙生水产制品有限公司,"浙江省台州市温岭市产制品有限公司,121.620716"
皮革,排放口,杭州麓亚通电子科技有限公司(路通),"浙江省杭州市临安区麓亚通电子科技有限公司,119.706896"
皮革,标排口,湖州老恒和酒业有限公司,"浙江省湖州市长兴县湖州老恒和酒业有限公司,119.779703"
皮革,出水口,海宁紫光水务有限责任公司,"浙江省嘉兴市海宁市海宁紫光水务有限责任公司,120.685987"
皮革,1#,青田同心污水管理有限公司,"浙江省丽水市青田县,120.282989"
皮革,排放口,步阳集团有限公司,"上海市普陀区步阳集团,121.371422"
皮革,1#,杭州理想印染有限公司,"浙江省杭州市余杭区杭州理想印染有限公司,120.309816"
皮革,总排口,晓星氨纶（嘉兴）有限公司,"浙江省嘉兴市秀洲区晓星氨纶(嘉兴)有限公司,120.752041"
皮革,排污口,武义县碧水环保科技有限公司,"浙江省金华市武义县,119.816318"
皮革,标排口,宁波科博特钴镍有限公司,"浙江省宁波市余姚市宁波科博特钴镍有限公司,121.077280"
皮革,1#,温州银河电子有限公司,"浙江省温州市龙湾区温州银河电子有限公司,120.824847"
皮革,1#,临安市景鑫纸业有限公司,"浙江省杭州市临安区景鑫纸业有限公司,119.394774"
,总排口,浙江古越龙山绍兴酒股份有限公司玻璃瓶厂,"浙江省绍兴市越城区玻璃瓶厂,120.650225"
皮革,标排口1#,杭华油墨化学有限公司,"浙江省杭州市江干区杭华油墨化学有限公司,120.337143"
皮革,1#,杭州明兴化工有限公司,"浙江省杭州市萧山区杭州明兴化工有限公司,120.510726"
皮革,1#,缙云县四方电镀厂,"浙江省丽水市缙云县四方电镀厂,120.062318"
皮革,排放口,杭州雅马哈乐器有限公司,"浙江省杭州市萧山区杭州雅马哈乐器有限公司,120.436440"
皮革,标排口1#,龙泉回归工程污水处理厂,"浙江省丽水市莲都区龙泉,119.925790"
皮革,排放口,浙江恒逸聚合物有限公司,"浙江省杭州市萧山区恒逸聚合物有限公司,120.402067"
