职位名称,公司全称,公司人数,发布时间,工作城市,薪资待遇,工作经验,学历要求,职位优势
python爬虫+数据库开发,杭州所罗门信息科技有限公司,少于15人,2021-01-06 10:50:38,杭州,5k-8k,不限,本科,创业团队 数据库开发 python 爬虫
Python爬虫实习生,深圳爱数云科技有限公司,15-50人,2021-01-06 09:59:44,深圳,4k-6k,在校/应届,大专,尊重、自由、责任
Python爬虫开发工程师,消费者报道杂志社有限公司,15-50人,2021-01-06 09:37:24,广州,7k-9k,1年以下,大专,13薪 7.5时5天 五险一金 加班调休 带薪年假
python爬虫工程师,广州聚焦网络技术有限公司,150-500人,2021-01-06 08:52:01,广州,10k-20k,1-3年,本科,周末双休，五险一金，带薪休假，年终表彰
python爬虫工程师,广州市乐无边教育科技有限公司,50-150人,2021-01-06 18:13:28,广州,8k-16k,1-3年,本科,"周末双休,高发展前景,公司氛围好,福利好"
Python爬虫工程师,深圳市一面网络技术有限公司,50-150人,2021-01-05 20:29:34,深圳,20k-30k,不限,本科,大数据人工智能；清华系大牛；技术氛围浓
python爬虫工程师,深圳闲猫互动网络科技有限公司,50-150人,2021-01-05 15:04:46,深圳,10k-20k,不限,不限,公司氛围好 薪资待遇好 发展潜力好
python爬虫与数据工程师,北京百观科技有限公司,15-50人,2021-01-05 14:30:17,北京,14k-20k,1-3年,本科,高成长、技术分享
Python数据与爬虫工程师,北京百观科技有限公司,15-50人,2021-01-05 14:30:17,北京,18k-24k,3-5年,本科,"高成长空间,有挑战性,福利待遇好"
高级Python爬虫工程师（Insight）,观澜网络（杭州）有限公司,500-2000人,2021-01-05 12:11:10,杭州,15k-30k,3-5年,本科,互联网医疗
python爬虫工程师,杭州蚊子会数字营销有限公司,150-500人,2021-01-05 11:25:55,杭州,15k-20k,3-5年,本科,五险一金+生日会+团建+各种好玩得
python爬虫工程师,纬历信息技术（上海）有限公司,50-150人,2021-01-05 09:34:06,上海,15k-20k,1-3年,本科,大数据
python爬虫工程师,广州万唯邑众信息科技有限公司,15-50人,2021-01-04 11:03:58,广州,10k-15k,不限,大专,游戏 直播 电商 餐补 下午茶 双休
python爬虫工程师,深圳世嘉传媒科技有限公司,150-500人,2021-01-04 17:52:08,深圳,15k-25k,3-5年,本科,福利待遇高
高级python爬虫工程师,成都京波科技有限公司,15-50人,2021-01-04 09:37:26,成都,10k-18k,3-5年,本科,5险一金，每年旅游，免费零食，每月团建
Python 高级爬虫工程师,北京屹文惠科技有限公司,150-500人,2021-01-04 18:34:26,北京,25k-50k,5-10年,本科,专业互联网团队
python爬虫工程师,杭州如涵控股股份有限公司,500-2000人,2020-12-30 13:41:06,杭州,18k-23k,3-5年,本科,弹性上班时间 公司体检 公司活动 五险一金
python爬虫工程师,杭州莫凡网络有限公司,少于15人,2020-12-29 16:28:01,杭州,15k-20k,1-3年,本科,工作氛围轻松、双休、工作成就感强
Python爬虫工程师,易居企业（中国）集团有限公司,500-2000人,2020-12-29 09:24:18,上海,10k-20k,3-5年,本科,五险一金 技能培训 岗位晋升
Python爬虫岗（数据开发）,拉勾猎头,500-2000人,2020-12-26 17:46:24,上海,15k-25k,1-3年,本科,业务稳定
python爬虫工程师,北京未来通证科技有限公司,50-150人,2020-12-18 10:04:59,北京,12k-24k,1-3年,本科,健身房，五险一金，房补，大牛带队，餐补
兼职python数据爬虫及人工智能,深圳市姚诚信息科技有限公司,少于15人,2021-01-01 16:10:56,深圳,10k-12k,在校/应届,不限,兼职，日结
python爬虫,北京万千道管理咨询有限公司,15-50人,2020-11-09 11:29:14,北京,25k-50k,3-5年,本科,扩招职位，紧急招聘
Python爬虫工程师,北京诺信创联科技有限公司,150-500人,2020-11-02 08:49:29,北京,20k-30k,3-5年,本科,五险一金；补充医疗；节日福利；零食下午茶；
python爬虫开发工程师,湖南崇文新媒体科技有限公司,15-50人,2020-12-20 10:05:16,长沙,6k-12k,1-3年,大专,让专业的人做专业的事
python爬虫工程师,杭州音度人工智能有限公司,15-50人,2020-12-23 10:35:53,北京,8k-15k,不限,本科,python爬虫工程师
Python爬虫实习生,北京猿力未来科技有限公司,2000人以上,2020-12-22 14:48:24,北京,6k-8k,在校/应届,本科,五一7天假、7000元旅游津贴、大牛团队
python爬虫工程师,品派（北京）营销策划有限公司,15-50人,2020-12-17 16:29:50,北京,10k-18k,不限,本科,双休，五险一金
python爬虫工程师,人民网科技（北京）有限公司,150-500人,2020-10-26 14:46:44,北京,15k-30k,5-10年,本科,六险一金，地铁周边，节日福利
python爬虫工程师,重庆觉晓教育科技有限公司,150-500人,2020-12-25 09:24:18,重庆,8k-13k,1-3年,本科,五险一金、年终奖、包吃、零食下午茶、定期团建
Python爬虫及反爬工程师（可实习、可校招）,南京聪明狗网络技术有限公司,15-50人,2020-12-22 10:14:35,南京,10k-20k,不限,本科,"每年涨工资,大数据实战, 集体出游"
python爬虫工程师,西安智云创联信息科技有限公司,15-50人,2020-11-30 21:33:37,西安,5k-10k,不限,大专,时间灵活，项目收益高，不用打卡，远程办公
python爬虫工程师,北京斯图飞腾科技有限公司,15-50人,2020-12-01 18:20:32,北京,12k-20k,1-3年,大专,大数据行业，行业发展前景好
python爬虫工程师,武汉市劲捷电子信息有限公司,15-50人,2020-12-31 10:48:28,武汉,5k-6k,1-3年,大专,双休，五险，餐补，车补
python爬虫工程师,云南若水网络科技有限公司,15-50人,2020-12-31 16:28:44,昆明,8k-12k,1-3年,本科,扁平化管理 车补 餐补 年终奖 帅气老板
Python爬虫工程师,武汉纬孚信息科技有限公司,少于15人,2020-12-23 17:44:17,武汉,5k-8k,1-3年,不限,"服务端,移动互联网"
python爬虫工程师,深圳市星意美科技有限公司,15-50人,2020-12-23 14:31:58,深圳,12k-16k,1-3年,大专,五险一金、带薪年假、节日福利、年终奖。
python爬虫工程师,令克软件（杭州）有限公司,50-150人,2020-12-25 09:53:53,杭州,8k-12k,1-3年,大专,年终奖 补贴
python爬虫工程师,南极电商（上海）有限公司,150-500人,2020-12-24 13:37:44,上海,10k-20k,1-3年,大专,上市公司 完善体系
python高级爬虫工程师,北京奥德塔数据科技有限公司,15-50人,2020-12-23 15:38:01,北京,10k-18k,1-3年,本科,六险一金，带薪年假，餐补交补等
Python爬虫实习生,北京氢元数据信息技术有限公司,15-50人,2020-12-23 12:28:40,北京,3k-5k,在校/应届,本科,周末双休，有转正机会
python爬虫工程师,四川电科网安科技有限公司,50-150人,2020-12-26 22:40:25,成都,13k-20k,3-5年,本科,欢迎加入，你会看到闪亮的自己！
python爬虫工程师,杭州蚊子会数字营销有限公司,150-500人,2020-12-16 13:47:45,杭州,12k-20k,1-3年,本科,团队氛围好、公司平台大
Python 爬虫开发工程师,锐仕方达人力资源集团有限公司第八分公司,2000人以上,2020-11-26 13:38:55,北京市,12k-20k,3-5年,本科,福利好，头发保
Python爬虫开发工程师,广州咖客餐饮有限公司,150-500人,2020-12-15 10:56:10,广州,10k-16k,1-3年,本科,基本福利齐全，高薪资，五险一金不可少
python爬虫工程师（数据采集）,浙江甲骨文超级码科技股份有限公司,150-500人,2020-12-15 09:52:00,杭州,15k-20k,3-5年,本科,成长快
python爬虫工程师,姹紫嫣红（厦门）网络科技有限公司,15-50人,2020-11-30 13:40:58,厦门,10k-18k,1-3年,大专,福利好氛围好 晋升空间
python爬虫工程师,北京盈科千信科技有限公司,50-150人,2020-11-27 08:25:05,北京,12k-15k,1-3年,大专,五险一金 出国旅游 待遇丰厚
python爬虫工程师,深圳市斗网科技有限公司,15-50人,2020-09-19 11:10:41,深圳,8k-10k,不限,本科,每周下午茶、每月聚餐、每年旅游、设备一档
python爬虫工程师,北京艺恩世纪数据科技股份有限公司,50-150人,2020-12-07 10:50:00,北京,15k-20k,1-3年,本科,扁平化管理，工作自由度高，晋升空间大
python爬虫工程师,湖南雨人网络技术安全股份有限公司,50-150人,2020-07-16 16:44:34,长沙,8k-12k,3-5年,本科,双休、五险一金、项目奖金、年终奖金
python爬虫工程师（逆向）,羚客（杭州）网络技术有限公司,15-50人,2020-11-25 18:05:50,杭州,15k-25k,3-5年,本科,完善的职业晋升路线 带团队
Python爬虫实习生,联合赤道环境评价有限公司,50-150人,2020-11-27 15:23:55,天津,1k-2k,在校/应届,大专,提供早午餐、六日双休
python爬虫工程师,北京罗格数据科技有限公司,15-50人,2020-11-13 11:07:00,北京,15k-30k,3-5年,本科,工作弹性、气氛融洽
python爬虫工程师,苏州巨人网络技术有限公司,500-2000人,2020-11-21 15:57:38,苏州,5k-10k,不限,本科,一年多次调薪，五险一金，定期团建，培训
python爬虫工程师,道有道科技集团股份公司,150-500人,2020-11-25 14:16:17,北京,20k-25k,3-5年,本科,弹性工作、周末双休、带薪年休假
python爬虫工程师,长沙惠虹信息科技有限公司,50-150人,2020-11-10 18:54:09,杭州,16k-25k,3-5年,本科,初创公司，年轻团队，高效团结
python爬虫工程师,上海迩立教育科技有限公司,15-50人,2020-10-07 09:49:53,上海,20k-30k,3-5年,本科,高薪有期权 千万融资 初创阶段发展空间大
python爬虫工程师,合肥宽土猫科技有限公司,少于15人,2020-08-25 15:08:49,合肥,4k-8k,不限,不限,正常工作 发挥专业技能
（大数据专场）高级数据分析/数据科学家-【DA应用】,北京达佳互联信息技术有限公司,2000人以上,2021-01-06 12:35:56,北京,40k-70k,5-10年,硕士,技术大牛
大数据开发工程师,上海小牛互娱智能科技有限公司,500-2000人,2021-01-06 22:01:07,上海,20k-35k,5-10年,本科,五险一金
大数据开发工程师,广州博依特智能信息科技有限公司,50-150人,2021-01-06 21:33:50,广州,15k-30k,3-5年,本科,阿里大牛，数百亿数据沉淀，氛围好
大数据开发工程师,爱客科技（深圳）有限公司,150-500人,2021-01-06 21:25:42,深圳,18k-35k,5-10年,本科,技术大牛 国际化团队 工具文化
大数据开发工程师,北京世联互动网络有限公司成都分公司,2000人以上,2021-01-06 17:41:51,成都,11k-20k,3-5年,本科,技术氛围浓厚，薪酬福利优厚
大数据开发工程师,圆通速递有限公司,2000人以上,2021-01-06 16:42:44,上海,20k-35k,3-5年,本科,上市公司，提供住宿，餐补
大数据开发工程师,广州南天电脑系统有限公司,500-2000人,2021-01-06 18:26:56,广州,10k-18k,3-5年,本科,"五险一金,年终奖金,带薪年假,节日福利"
大数据开发工程师,小花网络科技（深圳）有限公司,150-500人,2021-01-06 15:44:30,上海,15k-25k,3-5年,本科,中信产业基金旗下
大数据开发工程师,打扮家（北京）科技有限公司,150-500人,2021-01-06 21:05:53,北京,20k-30k,3-5年,本科,行业前景 发展空间 薪资福利
大数据开发工程师,上海淇毓信息科技有限公司,500-2000人,2021-01-06 20:47:34,北京,15k-30k,3-5年,本科,周末双休、弹性工作、五险一金、绩效奖金
大数据开发工程师,浙江邦盛科技有限公司,500-2000人,2021-01-06 20:49:49,北京,15k-25k,3-5年,本科,年底双薪 绩效奖金 管理规范 五险一金
大数据开发工程师,北京十一贝科技有限公司,150-500人,2021-01-06 13:53:09,北京,25k-45k,5-10年,本科,免费三餐、加班打车、带薪年假
大数据开发工程师,广东快乐种子科技有限公司,2000人以上,2021-01-06 20:27:52,广州,15k-30k,3-5年,本科,周末双休、五险一金
大数据开发工程师,北京外研在线数字科技有限公司,150-500人,2021-01-06 14:05:28,北京,20k-40k,3-5年,本科,福利好，8险一金，食堂，年假更多
大数据开发工程师,北京明翰建筑设计有限公司,150-500人,2021-01-06 20:19:14,广州,15k-30k,3-5年,本科,公司氛围nice，福利优，发展前景好
（大数据专场）Java开发工程师/专家-【数据架构】,北京达佳互联信息技术有限公司,2000人以上,2021-01-06 12:35:56,北京,20k-40k,3-5年,本科,"福利多,成长快"
大数据开发工程师,车轮互联科技（上海）股份有限公司,150-500人,2021-01-06 19:59:51,上海,20k-30k,1-3年,本科,氛围佳、福利好、发展空间大
大数据开发工程师,上海一起作业信息科技有限公司,2000人以上,2021-01-06 17:14:37,北京,20k-40k,3-5年,本科,上市公司、注重员工职业发展、团队氛围良好、
大数据开发工程师,浙江达摩网络科技有限公司,150-500人,2021-01-06 19:36:03,杭州,10k-20k,1-3年,本科,海量数据 发展空间大
大数据开发工程师,珠海凡泰极客科技有限责任公司,50-150人,2021-01-06 15:29:35,北京,15k-30k,1-3年,本科,"前沿,有趣"
大数据开发工程师,北京钛氪新媒体科技有限公司,50-150人,2021-01-06 19:27:17,北京,15k-20k,1-3年,本科,新媒体，大数据，团队氛围良好，技术大牛
大数据开发工程师,北京掌文信息技术有限公司,50-150人,2021-01-06 19:42:57,北京,15k-30k,3-5年,本科,五险一金，扁平管理，员工活动
大数据开发工程师,上海文思海辉金信软件有限公司,2000人以上,2021-01-06 19:21:30,北京,15k-26k,3-5年,本科,大数据平台
大数据开发工程师,北京钛氪新媒体科技有限公司,50-150人,2021-01-06 19:27:17,北京,15k-30k,1-3年,本科,大数据 爬虫 架构设计
大数据开发工程师,奥解思信息科技（上海）有限公司,500-2000人,2021-01-06 19:09:42,上海,15k-20k,不限,本科,外企办公环境，弹性工作制，技术先进。
大数据开发工程师,广州君海网络科技有限公司,500-2000人,2021-01-06 19:14:30,广州,18k-28k,5-10年,本科,带薪年假 年度体检 免费三餐 优秀团队
大数据开发工程师,广州君海网络科技有限公司,500-2000人,2021-01-06 19:14:29,广州,12k-22k,3-5年,本科,带薪年假 年度体检 免费三餐 优秀团队
大数据开发工程师,上海快仓智能科技有限公司,150-500人,2021-01-06 18:42:22,上海,15k-25k,3-5年,本科,智能仓储机器人公司
大数据开发工程师,深信服科技股份有限公司,2000人以上,2021-01-06 18:33:54,深圳,20k-40k,3-5年,本科,"平台大,福利好,薪资高"
大数据开发工程师,上海道客网络科技有限公司,150-500人,2021-01-06 18:37:19,上海,20k-25k,3-5年,本科,五险一金、补充医疗险、年终奖金
大数据开发工程师,食亨（上海）科技服务有限公司,500-2000人,2021-01-06 18:19:37,上海,15k-25k,1-3年,不限,企业大牛多，行业前景好，漂亮妹子多
大数据开发工程师,火眼云（北京）科技有限公司,50-150人,2021-01-06 18:23:02,北京,20k-35k,3-5年,本科,发展前进好，团队实力强
大数据资深开发工程师-金融业务,深圳虾皮信息科技有限公司,500-2000人,2021-01-06 18:34:38,深圳,30k-50k,5-10年,本科,蓝海市场，外企氛围。
大数据开发工程师-金融业务,深圳虾皮信息科技有限公司,500-2000人,2021-01-06 18:34:37,深圳,20k-40k,3-5年,本科,蓝海市场，外企氛围。
大数据开发工程师,深圳金融科技研究院(中国人民银行金融科技研究院),150-500人,2021-01-06 18:06:45,北京,40k-80k,3-5年,本科,发展空间大，福利好
大数据开发工程师,深圳市博悦科创科技有限公司,500-2000人,2021-01-06 18:15:40,深圳,10k-16k,1-3年,本科,发展前景，福利好
大数据开发工程师,深圳金融科技研究院(中国人民银行金融科技研究院),150-500人,2021-01-06 18:06:43,苏州,40k-80k,3-5年,本科,发展空间大，福利好
大数据开发工程师,广州伊的家网络科技有限公司,2000人以上,2021-01-06 17:55:56,广州,15k-25k,1-3年,本科,"13~17薪,团队扁平化,发展空间大"
大数据开发工程师,上海元聚网络科技有限公司,150-500人,2021-01-06 18:09:21,上海,20k-35k,3-5年,本科,年终奖金，定期体检，公司氛围好
大数据开发工程师,广州易幻网络科技有限公司,150-500人,2021-01-06 17:43:46,广州,12k-18k,1-3年,本科,周末双休、14 薪、发展空间大
大数据开发工程师,咪咕文化科技有限公司,2000人以上,2021-01-06 18:03:28,上海,20k-40k,3-5年,本科,年终奖 带薪年假 交通补助 通讯津贴等
大数据开发工程师,杭州悦玩网络科技有限公司,150-500人,2021-01-06 17:58:44,杭州,10k-15k,1-3年,本科,全年16薪，包三餐，六险一金
大数据开发工程师,广州卓牛信息科技有限公司,50-150人,2021-01-06 17:37:22,广州,18k-36k,5-10年,本科,季度项目奖，五险一金，双休
大数据开发工程师,深圳市紫川软件有限公司,500-2000人,2021-01-06 17:32:28,深圳,13k-20k,3-5年,本科,周末双休 五险一金 员工旅游 员工体检
大数据开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 17:23:00,深圳,15k-30k,3-5年,不限,大数据
大数据开发工程师,腾讯科技（深圳）有限公司,2000人以上,2021-01-06 17:22:56,深圳,25k-40k,3-5年,本科,大平台
大数据开发工程师,秒针信息技术有限公司,2000人以上,2021-01-06 17:38:46,深圳,12k-15k,1-3年,本科,六险一金 年终奖金 年度体检 超长假期
大数据开发工程师,深圳市智灵时代科技有限公司,50-150人,2021-01-06 17:15:18,广州,20k-35k,5-10年,本科,快速发展 背景强大 大牛团队
大数据开发工程师,深圳市智灵时代科技有限公司,50-150人,2021-01-06 17:15:18,深圳,15k-25k,3-5年,本科,AI金融科技、发展前景大、股东方实力雄厚
大数据开发工程师,广州安豆科技有限公司,50-150人,2021-01-06 17:37:25,广州,15k-25k,3-5年,本科,福利待遇好，发展空间大，团队气氛欢乐
大数据开发工程师,上海触乐信息科技有限公司,500-2000人,2021-01-06 17:24:37,上海,25k-50k,3-5年,本科,美股上市 牛人团队 亿级日活 福利待遇佳
大数据开发工程师,深圳市瑞达飞行科技有限公司,15-50人,2021-01-06 17:31:19,深圳,15k-25k,3-5年,本科,行业发展前景好，团队年轻有活力
大数据开发工程师,新疆维吾尔自治区广播电视研究所,150-500人,2021-01-06 18:18:38,成都,10k-15k,1-3年,本科,地铁周边，扁平化管理，周末双休，五险一金
大数据开发工程师,秒针信息技术有限公司,2000人以上,2021-01-06 17:25:25,上海,20k-30k,3-5年,本科,行业TOP;团队氛围，晋升空间；福利待遇
大数据开发工程师,前锦网络信息技术（上海）有限公司,2000人以上,2021-01-06 17:23:09,上海,12k-20k,1-3年,硕士,"带薪年假,技术大神,五险一金"
大数据开发工程师,上海韩创网络科技有限公司,500-2000人,2021-01-06 17:13:36,上海,15k-28k,1-3年,本科,"带薪年假,五险一金,年底N薪,牛人多"
大数据开发工程师,汉熵通信有限公司,50-150人,2021-01-06 17:16:12,北京,15k-30k,不限,本科,精英团队 扁平化管理 公司高速发展
大数据开发工程师,北京视野金融信息服务有限公司,50-150人,2021-01-06 17:17:11,北京,12k-24k,3-5年,本科,五险一金 定期团建
大数据开发工程师,上海海万信息科技股份有限公司,500-2000人,2021-01-06 17:19:39,上海,14k-18k,3-5年,大专,。
大数据开发工程师,上海驰骛信息科技有限公司,50-150人,2021-01-06 17:13:02,上海,15k-25k,5-10年,本科,六险一金 免费晚餐 年假十天
大数据开发工程师,建顺信息科技（广州）有限公司,50-150人,2021-01-06 17:13:46,广州,20k-25k,1-3年,本科,弹性工作 五险一金 年终奖金
大数据开发工程师,绿城理想生活服务集团有限公司,2000人以上,2021-01-06 17:22:08,杭州,15k-22k,3-5年,本科,大平台，福利好，互联网氛围，同事超nice
大数据开发工程师,北京木瓜移动科技股份有限公司,150-500人,2021-01-06 17:06:44,北京,20k-35k,3-5年,硕士,"项目挑战大,团队氛围好,空间大"
大数据开发工程师,广州华资软件技术有限公司,500-2000人,2021-01-06 17:10:36,广州,10k-15k,1-3年,本科,六险一金，福利好，大平台，大团队
大数据开发工程师,TCL实业控股股份有限公司,2000人以上,2021-01-06 17:10:56,上海,15k-28k,3-5年,本科,行业前景、公司氛围、数据量大
大数据开发工程师,北京比财数据科技有限公司,50-150人,2021-01-06 17:06:23,北京,25k-35k,5-10年,本科,"五险一金,带薪年假,双休"
大数据开发工程师,杭州同花顺数据开发有限公司,2000人以上,2021-01-06 17:12:24,杭州,30k-40k,5-10年,本科,上市公司、金融科技行业、发展空间大
大数据开发工程师,彩讯科技股份有限公司,500-2000人,2021-01-06 17:06:17,北京,12k-18k,3-5年,不限,五险一金、电话补助 、司龄津贴、年终奖金
大数据开发工程师,深圳市林祺信息技术有限公司,15-50人,2021-01-06 17:01:32,张家口,12k-20k,3-5年,本科,13薪
大数据开发工程师,上海微盟企业发展有限公司,2000人以上,2021-01-06 17:00:09,上海,20k-35k,3-5年,本科,上市公司
大数据开发工程师,西安林茂装饰工程有限公司,50-150人,2021-01-06 14:17:47,上海,35k-50k,5-10年,本科,双休 六险一金
大数据开发工程师,杭州知衣科技有限公司,50-150人,2021-01-06 17:47:15,杭州,18k-30k,1-3年,本科,大牛团队 大数据
大数据开发工程师,北京点石经纬科技有限公司,500-2000人,2021-01-06 17:04:17,北京,25k-35k,3-5年,本科,K12教育 硬软件结合 AI智慧教育
大数据开发工程师,上海驰骛信息科技有限公司,50-150人,2021-01-06 16:55:50,上海,15k-30k,3-5年,本科,团建活动、 带薪年假、定期体检、零食水果
大数据开发工程师,深圳市懿华软件有限公司,少于15人,2021-01-06 16:54:14,深圳,14k-20k,3-5年,本科,职位高大上，行业老大
大数据开发工程师,现代财产保险（中国）有限公司,50-150人,2021-01-06 16:37:21,北京,20k-30k,3-5年,本科,互联网保险公司
大数据开发工程师,厦门科拓通讯技术股份有限公司,500-2000人,2021-01-06 16:38:35,成都,15k-25k,5-10年,本科,双休弹性上下班 团建活动丰富 带薪年假
大数据开发工程师,北京聚量广告传媒有限公司,50-150人,2021-01-06 16:43:27,北京,15k-25k,3-5年,本科,五险一金、双休
大数据开发工程师,深圳市博悦科创科技有限公司,500-2000人,2021-01-06 16:42:28,深圳,10k-15k,1-3年,本科,五险一金，年终奖，周末双休，团建
大数据开发工程师,四川九强通信科技有限公司,50-150人,2021-01-06 16:36:22,成都,7k-14k,5-10年,大专,周末双休、带薪年假、升职加薪空间大
大数据开发工程师,上海华钦信息科技股份有限公司,500-2000人,2021-01-06 16:23:49,上海,15k-28k,3-5年,本科,全球型外资企业平台，牛人大咖云集
大数据开发工程师,武汉掌游科技有限公司,150-500人,2021-01-06 16:05:15,武汉,13k-26k,3-5年,本科,福利待遇好 挑战16薪 中餐包餐
大数据开发工程师,中华联合财产保险股份有限公司,2000人以上,2021-01-06 16:22:38,杭州,12k-24k,1-3年,本科,六险一金，完善的福利体系
大数据开发工程师,深圳小鹅网络技术有限公司,500-2000人,2021-01-06 16:35:32,深圳,15k-30k,5-10年,本科,团队氛围好，前景佳
大数据开发工程师,上海袋虎信息技术有限公司,150-500人,2021-01-06 15:55:23,上海,30k-35k,3-5年,本科,行业前景好 扁平管理 团队氛围好
大数据开发工程师,达烁高科（北京）信息技术有限公司,50-150人,2021-01-06 13:45:37,北京,11k-16k,3-5年,本科,五险一金、餐补、交通/通讯/电脑补助、带薪年假
大数据开发工程师,广州金十信息科技有限公司,150-500人,2021-01-06 16:21:38,广州,15k-30k,3-5年,本科,年终奖 周末双休 五险一金 公司饭堂
大数据开发工程师,安徽百得思维信息科技有限公司,2000人以上,2021-01-06 16:20:50,合肥,9k-11k,1-3年,大专,餐补+交通补+话补+节日福利+双休+班车
大数据开发工程师,中邮信息科技（北京）有限公司,500-2000人,2021-01-06 16:19:57,北京,21k-40k,3-5年,本科,六险二金 食堂 平台稳定 工会福利 旅游
大数据开发工程师,安徽百得思维信息科技有限公司,2000人以上,2021-01-06 16:20:51,合肥,11k-15k,1-3年,本科,五险一金+双休+餐补+油补+话补
大数据开发工程师,上海漫微信息技术有限公司,500-2000人,2021-01-06 16:00:43,上海,20k-40k,5-10年,本科,海底捞背景 研发团队强大
大数据开发工程师,北京善义善美科技有限公司,2000人以上,2021-01-06 16:01:39,北京,20k-25k,3-5年,本科,核心业务
大数据开发工程师,北京聚和天成科技有限公司,50-150人,2021-01-06 16:15:02,北京,20k-40k,3-5年,本科,互联网金融
大数据开发工程师,广州好易电子联行服务有限公司,150-500人,2021-01-06 15:58:35,广州,20k-30k,3-5年,本科,周末双休 五险一金 节假日福利
大数据开发工程师,深圳市博奥特科技有限公司,500-2000人,2021-01-06 16:03:21,深圳,14k-20k,3-5年,本科,五险一金；周末双休；节假日福利；下午茶
大数据开发工程师,广州数说故事信息科技有限公司,150-500人,2021-01-06 15:57:05,广州,15k-20k,3-5年,本科,"高速发展,奖励多多,企业大数据,业务导向"
大数据开发工程师,广州数说故事信息科技有限公司,150-500人,2021-01-06 15:57:07,深圳,15k-25k,3-5年,本科,行业前景好，大牛多多，五险一金，带薪年假
大数据开发工程师,联洋国融（北京）科技有限公司,50-150人,2021-01-06 15:56:04,上海,18k-28k,3-5年,本科,海量数据、每天上百亿条数据、数据量50T
大数据开发工程师,汉熵通信有限公司,50-150人,2021-01-06 16:00:59,北京,15k-30k,3-5年,本科,扁平管理，弹性办公，精英团队
大数据开发工程师,互道信息技术（上海）有限公司,50-150人,2021-01-06 16:01:20,上海,20k-30k,3-5年,本科,核心团队 氛围轻松 领导Nice
大数据开发工程师,广州萌啦信息科技有限公司,50-150人,2021-01-06 16:04:14,广州,15k-25k,1-3年,大专,简单的人际关系，扁平化沟通。
大数据开发工程师,深圳市德科信息技术有限公司,2000人以上,2021-01-06 15:20:48,深圳,16k-23k,3-5年,本科,平台好，项目好，大牛带队
大数据开发工程师,深圳市阿卡索资讯股份有限公司,2000人以上,2021-01-06 15:43:49,深圳,15k-30k,3-5年,大专,五险一金，美女如云
大数据开发工程师,爱笔（北京）智能科技有限公司,150-500人,2021-01-06 15:34:05,北京,20k-40k,3-5年,本科,人工智能 创业氛围
大数据开发工程师,深圳市博悦科创科技有限公司,500-2000人,2021-01-06 15:36:44,深圳,11k-16k,1-3年,本科,"技术新,晋升快,福利待遇好,发展前景好"
大数据开发工程师,杭州半云科技有限公司,150-500人,2021-01-06 15:43:37,杭州,6k-12k,1-3年,本科,节日福利、定期体检、六险一金、绩效奖金
大数据开发工程师,杭州半云科技有限公司,150-500人,2021-01-06 15:43:36,合肥,10k-20k,3-5年,本科,五险一金 带薪年假 定期体检 节日福利
大数据开发工程师,奥解思信息科技（上海）有限公司,500-2000人,2021-01-06 15:41:42,上海,18k-20k,1-3年,本科,弹性工时 年底奖金 晋升空间
大数据开发工程师,珠海凡泰极客科技有限责任公司,50-150人,2021-01-06 15:29:33,成都,12k-24k,1-3年,本科,金融科技
大数据开发工程师,北京智能广宣科技有限公司,150-500人,2021-01-06 15:29:54,北京,20k-30k,3-5年,本科,足额五险一金，补充医疗，年终奖金，周末双休
大数据开发工程师,阳光保险集团股份有限公司,2000人以上,2021-01-06 15:26:31,北京,18k-30k,3-5年,本科,工作氛围好，平台大
大数据开发工程师,广州天越电子科技有限公司,150-500人,2021-01-06 15:08:10,广州,14k-19k,3-5年,大专,周末双休 节日礼品 年底项目奖金
大数据开发工程师,上海派拉软件股份有限公司,150-500人,2021-01-06 14:34:13,上海,13k-18k,5-10年,大专,年终奖高，晋升空间大，扁平化管理
大数据开发工程师,深圳联友科技有限公司,500-2000人,2021-01-06 15:15:17,武汉,12k-18k,3-5年,本科,具有竞争力的薪酬福利，年度体检，公司团建等
大数据开发工程师,上海韩创网络科技有限公司,500-2000人,2021-01-06 14:59:23,上海,25k-30k,3-5年,本科,五险一金周末双休摄影天堂13薪软性福利
大数据开发工程师,新浪网技术（中国）有限公司,2000人以上,2021-01-06 14:32:32,北京,15k-25k,3-5年,本科,五险一金，公司食堂，团队氛围好，成长空间
高级大数据开发工程师/架构师,云账户（天津）共享经济信息咨询有限公司,150-500人,2021-01-06 22:18:04,北京,25k-50k,3-5年,本科,五险一金，住房补贴，包中晚饭，补充医疗保险
大数据开发工程师,好人生管理咨询（上海）有限公司,50-150人,2021-01-06 15:12:15,上海,10k-20k,1-3年,本科,五险一金，商业保险，年度体检，EAP服务
大数据开发工程师,深圳市云积分科技有限公司,150-500人,2021-01-06 14:51:12,西安,15k-25k,3-5年,本科,周末双休、团队年轻、主题下午茶，股权激励
大数据开发工程师,深圳市博悦科创科技有限公司,500-2000人,2021-01-06 15:08:59,深圳,12k-18k,1-3年,大专,五险一金 员工旅游 定期体检 带薪年假
大数据开发工程师,上海莉莉丝科技股份有限公司,500-2000人,2021-01-06 14:45:18,上海,12k-24k,3-5年,本科,"弹性工作,福利待遇好,工作氛围好"
